rank,state
"4,468,976",Oregon
41,Oklahoma
2.7%,Connecticut
WSC,Utah
28,Puerto Rico
"3,959,353",Iowa
28,Nevada
"3,751,351",Arkansas
27,Mississippi
"3,450,654",Kansas
26,New Mexico
5.5%,Nebraska
WSC,Idaho
33,West Virginia
"3,011,524",Hawaii
32,New Hampshire
"2,915,918",Maine
33,Montana
"2,673,400",Rhode Island
35,Delaware
3.3%,South Dakota
WSC,North Dakota
5,Alaska
"40,774,139",Vermont
5,Wyoming
"36,346,202",Guam
5,U.S. Virgin Islands
"31,444,850",American Samoa
2,California
12.2%,Texas
South,Florida
1,New York
"126,266,107",Pennsylvania
1,Illinois
"114,555,744",Ohio
1,Georgia
"100,236,820",North Carolina
1,Michigan
10.2%,New Jersey
USA,Virginia
6,Washington
"12,812,508",Arizona
5,Tennessee
"12,830,632",Massachusetts
5,Indiana
"12,419,293",Missouri
48,Maryland
−0.1%,Wisconsin
ENC,Colorado
7,Minnesota
"11,799,448",South Carolina
7,Alabama
"11,536,504",Louisiana
7,Kentucky
"11,353,140",Oregon
45,Oklahoma
2.3%,Connecticut
ENC,Utah
10,Puerto Rico
"10,077,331",Iowa
8,Nevada
"9,883,640",Arkansas
8,Mississippi
"9,938,444",Kansas
46,New Mexico
2.0%,Nebraska
ENC,Idaho
17,West Virginia
"6,785,528",Hawaii
15,New Hampshire
"6,483,802",Maine
14,Montana
"6,080,485",Rhode Island
29,Delaware
4.7%,South Dakota
ENC,North Dakota
20,Alaska
"5,893,718",Vermont
20,Wyoming
"5,686,986",Guam
18,U.S. Virgin Islands
"5,363,675",American Samoa
34,California
3.6%,Texas
ENC,Florida
3,New York
"47,368,533",Pennsylvania
3,Illinois
"46,421,564",Ohio
2,Georgia
"45,155,037",North Carolina
9,Michigan
2.0%,New Jersey
MWest,Virginia
19,Washington
"6,154,913",Arizona
18,Tennessee
"5,988,927",Massachusetts
17,Indiana
"5,595,211",Missouri
39,Maryland
2.8%,Wisconsin
WNC,Colorado
22,Minnesota
"5,706,494",South Carolina
21,Alabama
"5,303,925",Louisiana
21,Kentucky
"4,919,479",Oregon
19,Oklahoma
7.6%,Connecticut
WNC,Utah
31,Puerto Rico
"3,190,369",Iowa
30,Nevada
"3,046,355",Arkansas
30,Mississippi
"2,926,324",Kansas
28,New Mexico
4.7%,Nebraska
WNC,Idaho
35,West Virginia
"2,937,880",Hawaii
33,New Hampshire
"2,853,118",Maine
32,Montana
"2,688,418",Rhode Island
37,Delaware
3.0%,South Dakota
WNC,North Dakota
37,Alaska
"1,961,504",Vermont
38,Wyoming
"1,826,341",Guam
38,U.S. Virgin Islands
"1,711,263",American Samoa
20,California
7.4%,Texas
WNC,Florida
46,New York
"886,667",Pennsylvania
46,Illinois
"814,180",Ohio
46,Georgia
"754,844",North Carolina
16,Michigan
8.9%,New Jersey
WNC,Virginia
47,Washington
"779,094",Arizona
48,Tennessee
"672,591",Massachusetts
47,Indiana
"642,200",Missouri
4,Maryland
15.8%,Wisconsin
WNC,Colorado
7,Minnesota
"21,616,921",South Carolina
7,Alabama
"20,505,437",Louisiana
6,Kentucky
"19,237,739",Oregon
5,Oklahoma
5.4%,Connecticut
MWest,Utah
3,Puerto Rico
"68,985,454",Iowa
3,Nevada
"66,927,001",Arkansas
2,Mississippi
"64,392,776",Kansas
4,New Mexico
3.1%,Nebraska
USA,Idaho
14,West Virginia
"7,151,502",Hawaii
16,New Hampshire
"6,392,017",Maine
20,Montana
"5,130,632",Rhode Island
9,Delaware
11.9%,South Dakota
Mtn,North Dakota
21,Alaska
"5,773,714",Vermont
22,Wyoming
"5,029,196",Guam
24,U.S. Virgin Islands
"4,301,261",American Samoa
6,California
14.8%,Texas
Mtn,Florida
30,New York
"3,271,616",Pennsylvania
34,Illinois
"2,763,885",Ohio
34,Georgia
"2,233,169",North Carolina
1,Michigan
18.4%,New Jersey
Mtn,Virginia
32,Washington
"3,104,614",Arizona
35,Tennessee
"2,700,551",Massachusetts
35,Indiana
"1,998,257",Missouri
5,Maryland
15.0%,Wisconsin
Mtn,Colorado
36,Minnesota
"2,117,522",South Carolina
36,Alabama
"2,059,179",Louisiana
36,Kentucky
"1,819,046",Oregon
38,Oklahoma
2.8%,Connecticut
Mtn,Utah
38,Puerto Rico
"1,839,106",Iowa
39,Nevada
"1,567,582",Arkansas
39,Mississippi
"1,293,953",Kansas
2,New Mexico
17.3%,Nebraska
Mtn,Idaho
44,West Virginia
"1,084,225",Hawaii
44,New Hampshire
"989,415",Maine
44,Montana
"902,195",Rhode Island
14,Delaware
9.6%,South Dakota
Mtn,North Dakota
50,Alaska
"576,851",Vermont
50,Wyoming
"563,626",Guam
50,U.S. Virgin Islands
"493,782",American Samoa
44,California
2.3%,Texas
Mtn,Florida
6,New York
"24,919,150",Pennsylvania
6,Illinois
"22,065,451",Ohio
7,Georgia
"18,172,295",North Carolina
1,Michigan
12.9%,New Jersey
West,Virginia
1,Washington
"39,538,223",Arizona
1,Tennessee
"37,253,956",Massachusetts
1,Indiana
"33,871,648",Missouri
24,Maryland
6.1%,Wisconsin
Pac,Colorado
13,Minnesota
"7,705,281",South Carolina
13,Alabama
"6,724,540",Louisiana
15,Kentucky
"5,894,121",Oregon
7,Oklahoma
14.6%,Connecticut
Pac,Utah
27,Puerto Rico
"4,237,256",Iowa
27,Nevada
"3,831,074",Arkansas
28,Mississippi
"3,421,399",Kansas
11,New Mexico
10.6%,Nebraska
Pac,Idaho
40,West Virginia
"1,455,271",Hawaii
40,New Hampshire
"1,360,301",Maine
42,Montana
"1,211,537",Rhode Island
23,Delaware
7.0%,South Dakota
Pac,North Dakota
48,Alaska
"733,391",Vermont
47,Wyoming
"710,231",Guam
48,U.S. Virgin Islands
"626,932",American Samoa
36,California
3.3%,Texas
Pac,Florida
2,New York
"53,669,422",Pennsylvania
2,Illinois
"49,880,102",Ohio
3,Georgia
"45,025,637",North Carolina
4,Michigan
7.6%,New Jersey
West,Virginia
2,Washington
"78,588,572",Arizona
2,Tennessee
"71,945,553",Massachusetts
3,Indiana
"63,197,932",Missouri
2,Maryland
9.2%,Wisconsin
USA,Colorado
–,Minnesota
"331,449,281",South Carolina
–,Alabama
"308,745,538",Louisiana
–,Kentucky
"281,421,906",Oregon
–,Oklahoma
7.4%,Connecticut
NAmer,Utah
1,Puerto Rico
"3,285,874",Iowa
1,Nevada
"3,725,789",Arkansas
1,Mississippi
"3,808,610",Kansas
3,New Mexico
−11.8%,Nebraska
I.A.,Idaho
2,West Virginia
"153,836",Hawaii
2,New Hampshire
"159,358",Maine
2,Montana
"154,805",Rhode Island
1,Delaware
−3.5%,South Dakota
I.A.,North Dakota
3,Alaska
"87,146",Vermont
3,Wyoming
"106,405",Guam
3,U.S. Virgin Islands
"108,612",American Samoa
2,California
−18.1%,Texas
I.A.,Florida
4,New York
"49,710",Pennsylvania
4,Illinois
"55,519",Ohio
5,Georgia
"57,291",North Carolina
4,Michigan
−7.7%,New Jersey
I.A.,Virginia
5,Washington
"47,329",Arizona
5,Tennessee
"53,883",Massachusetts
4,Indiana
"69,221",Missouri
5,Maryland
−14.8%,Wisconsin
I.A.,Colorado
 ,Minnesota
6,South Carolina
6,Alabama
6,Louisiana
316,Kentucky
6,Oregon
—,Oklahoma
I.A.,Connecticut
–,Utah
"3,623,895",Puerto Rico
–,Iowa
"4,100,954",Nevada
–,Arkansas
"4,198,855",Mississippi
–,Kansas
−11.6%,New Mexico
USA,Nebraska
1,Idaho
1,West Virginia
52,Hawaii
2,New Hampshire
2,Maine
38,Montana
3,Rhode Island
3,Delaware
28,South Dakota
4,North Dakota
4,Alaska
26,Vermont
5,Wyoming
5,Guam
17,U.S. Virgin Islands
6,American Samoa
6,California
17,Texas
7,Florida
7,New York
15,Pennsylvania
8,Illinois
8,Ohio
14,Georgia
9,North Carolina
9,Michigan
14,New Jersey
10,Virginia
10,Washington
13,Arizona
11,Tennessee
11,Massachusetts
12,Indiana
12,Missouri
12,Maryland
11,Wisconsin
13,Colorado
13,Minnesota
10,South Carolina
14,Alabama
14,Louisiana
9,Kentucky
15,Oregon
16,Oklahoma
9,Connecticut
16,Utah
15,Puerto Rico
9,Iowa
17,Nevada
17,Arkansas
9,Mississippi
18,Kansas
19,New Mexico
8,Nebraska
19,Idaho
18,West Virginia
8,Hawaii
20,New Hampshire
20,Maine
8,Montana
21,Rhode Island
21,Delaware
8,South Dakota
22,North Dakota
22,Alaska
8,Vermont
23,Wyoming
23,Guam
7,U.S. Virgin Islands
24,American Samoa
24,California
7,Texas
25,Florida
25,New York
6,Pennsylvania
26,Illinois
26,Ohio
6,Georgia
27,North Carolina
27,Michigan
6,New Jersey
28,Virginia
28,Washington
5,Arizona
29,Tennessee
29,Massachusetts
5,Indiana
30,Missouri
31,Maryland
4,Wisconsin
31,Colorado
30,Minnesota
32,South Carolina
32,Alabama
4,Louisiana
33,Kentucky
33,Oregon
4,Oklahoma
34,Connecticut
34,Utah
4,Puerto Rico
35,Iowa
35,Nevada
4,Arkansas
36,Mississippi
36,Kansas
4,New Mexico
37,Nebraska
37,Idaho
3,West Virginia
38,Hawaii
38,New Hampshire
3,Maine
39,Montana
39,Rhode Island
2,Delaware
40,South Dakota
40,North Dakota
2,Alaska
41,Vermont
41,Wyoming
2,Guam
42,U.S. Virgin Islands
42,American Samoa
2,California
43,Texas
43,Florida
2,New York
44,Pennsylvania
45,Illinois
2,Ohio
45,Georgia
44,North Carolina
2,Michigan
46,New Jersey
46,Virginia
1,Washington
47,Arizona
47,Tennessee
1,Massachusetts
48,Indiana
48,Missouri
1,Maryland
49,Wisconsin
49,Colorado
1,Minnesota
50,South Carolina
50,Alabama
51,Louisiana
51,Kentucky
1,Oregon
52,Oklahoma
52,Connecticut
1,Utah
53,Puerto Rico
53,Iowa
54,Nevada
54,Arkansas
55,Mississippi
55,Kansas
56,New Mexico
56,Nebraska
15,Idaho
"7,029,917",West Virginia
14,Hawaii
"6,547,629",New Hampshire
13,Maine
"6,349,097",Montana
21,Rhode Island
7.4%,Delaware
NEng,South Dakota
29,North Dakota
"3,605,944",Alaska
29,Vermont
"3,574,097",Wyoming
29,Guam
"3,405,565",U.S. Virgin Islands
47,American Samoa
0.9%,California
NEng,Texas
41,Florida
"1,377,529",New York
42,Pennsylvania
"1,316,470",Illinois
41,Ohio
"1,235,786",Georgia
30,North Carolina
4.6%,Michigan
NEng,New Jersey
42,Virginia
"1,362,359",Washington
41,Arizona
"1,328,361",Tennessee
40,Massachusetts
"1,274,923",Indiana
42,Missouri
2.6%,Maryland
NEng,Wisconsin
"1,097,379",Colorado
43,Minnesota
"1,052,567",South Carolina
43,Alabama
"1,048,319",Louisiana
31,Kentucky
4.3%,Oregon
NEng,Oklahoma
49,Connecticut
"643,077",Utah
49,Puerto Rico
"625,741",Iowa
49,Nevada
"608,827",Arkansas
40,Mississippi
2.8%,Kansas
NEng,New Mexico
9,Nebraska
"15,116,205",Idaho
9,West Virginia
"14,444,865",Hawaii
9,New Hampshire
"13,922,517",Maine
7,Montana
4.6%,Rhode Island
NEast,Delaware
4,South Dakota
"20,201,249",North Dakota
3,Alaska
"19,378,102",Vermont
3,Wyoming
"18,976,457",Guam
32,U.S. Virgin Islands
4.2%,American Samoa
MAtl,California
5,Texas
"13,002,700",Florida
6,New York
"12,702,379",Pennsylvania
6,Illinois
"12,281,054",Ohio
43,Georgia
2.4%,North Carolina
MAtl,Michigan
11,New Jersey
"9,288,994",Virginia
11,Washington
"8,791,894",Arizona
9,Tennessee
"8,414,350",Massachusetts
25,Indiana
5.7%,Missouri
MAtl,Maryland
4,Wisconsin
"42,492,943",Colorado
4,Minnesota
"40,872,375",South Carolina
4,Alabama
"39,671,861",Louisiana
8,Kentucky
4.0%,Oregon
NEast,Oklahoma
4,Connecticut
"57,609,148",Utah
4,Puerto Rico
"55,317,240",Iowa
4,Nevada
"53,594,378",Arkansas
3,Mississippi
4.1%,Kansas
USA,New Mexico
3,Nebraska
"21,538,187",Idaho
4,West Virginia
"18,801,310",Hawaii
4,New Hampshire
"15,982,378",Maine
8,Montana
14.6%,Rhode Island
SAtl,Delaware
8,South Dakota
"10,711,908",North Dakota
9,Alaska
"9,687,653",Vermont
10,Wyoming
"8,186,453",Guam
12,U.S. Virgin Islands
10.6%,American Samoa
SAtl,California
9,Texas
"10,439,388",Florida
10,New York
"9,535,483",Pennsylvania
11,Illinois
"8,049,313",Ohio
15,Georgia
9.5%,North Carolina
SAtl,Michigan
12,New Jersey
"8,631,393",Virginia
12,Washington
"8,001,024",Arizona
12,Tennessee
"7,078,515",Massachusetts
18,Indiana
7.9%,Missouri
SAtl,Maryland
18,Wisconsin
"6,177,224",Colorado
19,Minnesota
"5,773,552",South Carolina
19,Alabama
"5,296,486",Louisiana
22,Kentucky
7.0%,Oregon
SAtl,Oklahoma
23,Connecticut
"5,118,425",Utah
24,Puerto Rico
"4,625,364",Iowa
26,Nevada
"4,012,012",Arkansas
10,Mississippi
10.7%,Kansas
SAtl,New Mexico
39,Nebraska
"1,793,716",Idaho
37,West Virginia
"1,852,994",Hawaii
37,New Hampshire
"1,808,344",Maine
50,Montana
−3.2%,Rhode Island
SAtl,Delaware
45,South Dakota
"989,948",North Dakota
45,Alaska
"897,934",Vermont
45,Wyoming
"783,600",Guam
13,U.S. Virgin Islands
10.2%,American Samoa
SAtl,California
–,Texas
"689,545",Florida
–,New York
"601,723",Pennsylvania
–,Illinois
"572,059",Ohio
–,Georgia
14.6%,North Carolina
SAtl,Michigan
1,New Jersey
"66,089,734",Virginia
1,Washington
"59,777,037",Arizona
1,Tennessee
"51,769,160",Massachusetts
3,Indiana
10.6%,Missouri
South,Maryland
16,Wisconsin
"6,910,840",Colorado
17,Minnesota
"6,346,105",South Carolina
16,Alabama
"5,689,283",Louisiana
17,Kentucky
8.9%,Oregon
ESC,Oklahoma
24,Connecticut
"5,024,279",Utah
23,Puerto Rico
"4,779,736",Iowa
23,Nevada
"4,447,100",Arkansas
27,Mississippi
5.1%,Kansas
ESC,New Mexico
26,Nebraska
"4,505,836",Idaho
26,West Virginia
"4,339,367",Hawaii
25,New Hampshire
"4,041,769",Maine
33,Montana
3.8%,Rhode Island
ESC,Delaware
34,South Dakota
"2,961,279",North Dakota
31,Alaska
"2,967,297",Vermont
31,Wyoming
"2,844,658",Guam
49,U.S. Virgin Islands
−0.2%,American Samoa
ESC,California
8,Texas
"19,402,234",Florida
8,New York
"18,432,505",Pennsylvania
8,Illinois
"17,022,810",Ohio
6,Georgia
5.3%,North Carolina
South,Michigan
2,New Jersey
"29,145,505",Virginia
2,Washington
"25,145,561",Arizona
2,Tennessee
"20,851,820",Massachusetts
3,Indiana
15.9%,Missouri
WSC,Maryland
25,Wisconsin
"4,657,757",Colorado
25,Minnesota
"4,533,372",South Carolina
22,Alabama
"4,468,976",Louisiana
41,Kentucky
2.7%,Oregon
WSC,Oklahoma
28,Connecticut
"3,959,353",Utah
28,Puerto Rico
"3,751,351",Iowa
27,Nevada
"3,450,654",Arkansas
26,Mississippi
5.5%,Kansas
WSC,New Mexico
33,Nebraska
"3,011,524",Idaho
32,West Virginia
"2,915,918",Hawaii
33,New Hampshire
"2,673,400",Maine
35,Montana
3.3%,Rhode Island
WSC,Delaware
5,South Dakota
"40,774,139",North Dakota
5,Alaska
"36,346,202",Vermont
5,Wyoming
"31,444,850",Guam
2,U.S. Virgin Islands
12.2%,American Samoa
South,California
1,Texas
"126,266,107",Florida
1,New York
"114,555,744",Pennsylvania
1,Illinois
"100,236,820",Ohio
1,Georgia
10.2%,North Carolina
USA,Michigan
6,New Jersey
"12,812,508",Virginia
5,Washington
"12,830,632",Arizona
5,Tennessee
"12,419,293",Massachusetts
48,Indiana
−0.1%,Missouri
ENC,Maryland
7,Wisconsin
"11,799,448",Colorado
7,Minnesota
"11,536,504",South Carolina
7,Alabama
"11,353,140",Louisiana
45,Kentucky
2.3%,Oregon
ENC,Oklahoma
10,Connecticut
"10,077,331",Utah
8,Puerto Rico
"9,883,640",Iowa
8,Nevada
"9,938,444",Arkansas
46,Mississippi
2.0%,Kansas
ENC,New Mexico
17,Nebraska
"6,785,528",Idaho
15,West Virginia
"6,483,802",Hawaii
14,New Hampshire
"6,080,485",Maine
29,Montana
4.7%,Rhode Island
ENC,Delaware
20,South Dakota
"5,893,718",North Dakota
20,Alaska
"5,686,986",Vermont
18,Wyoming
"5,363,675",Guam
34,U.S. Virgin Islands
3.6%,American Samoa
ENC,California
3,Texas
"47,368,533",Florida
3,New York
"46,421,564",Pennsylvania
2,Illinois
"45,155,037",Ohio
9,Georgia
2.0%,North Carolina
MWest,Michigan
19,New Jersey
"6,154,913",Virginia
18,Washington
"5,988,927",Arizona
17,Tennessee
"5,595,211",Massachusetts
39,Indiana
2.8%,Missouri
WNC,Maryland
22,Wisconsin
"5,706,494",Colorado
21,Minnesota
"5,303,925",South Carolina
21,Alabama
"4,919,479",Louisiana
19,Kentucky
7.6%,Oregon
WNC,Oklahoma
31,Connecticut
"3,190,369",Utah
30,Puerto Rico
"3,046,355",Iowa
30,Nevada
"2,926,324",Arkansas
28,Mississippi
4.7%,Kansas
WNC,New Mexico
35,Nebraska
"2,937,880",Idaho
33,West Virginia
"2,853,118",Hawaii
32,New Hampshire
"2,688,418",Maine
37,Montana
3.0%,Rhode Island
WNC,Delaware
37,South Dakota
"1,961,504",North Dakota
38,Alaska
"1,826,341",Vermont
38,Wyoming
"1,711,263",Guam
20,U.S. Virgin Islands
7.4%,American Samoa
WNC,California
46,Texas
"886,667",Florida
46,New York
"814,180",Pennsylvania
46,Illinois
"754,844",Ohio
16,Georgia
8.9%,North Carolina
WNC,Michigan
47,New Jersey
"779,094",Virginia
48,Washington
"672,591",Arizona
47,Tennessee
"642,200",Massachusetts
4,Indiana
15.8%,Missouri
WNC,Maryland
7,Wisconsin
"21,616,921",Colorado
7,Minnesota
"20,505,437",South Carolina
6,Alabama
"19,237,739",Louisiana
5,Kentucky
5.4%,Oregon
MWest,Oklahoma
3,Connecticut
"68,985,454",Utah
3,Puerto Rico
"66,927,001",Iowa
2,Nevada
"64,392,776",Arkansas
4,Mississippi
3.1%,Kansas
USA,New Mexico
14,Nebraska
"7,151,502",Idaho
16,West Virginia
"6,392,017",Hawaii
20,New Hampshire
"5,130,632",Maine
9,Montana
11.9%,Rhode Island
Mtn,Delaware
21,South Dakota
"5,773,714",North Dakota
22,Alaska
"5,029,196",Vermont
24,Wyoming
"4,301,261",Guam
6,U.S. Virgin Islands
14.8%,American Samoa
Mtn,California
30,Texas
"3,271,616",Florida
34,New York
"2,763,885",Pennsylvania
34,Illinois
"2,233,169",Ohio
1,Georgia
18.4%,North Carolina
Mtn,Michigan
32,New Jersey
"3,104,614",Virginia
35,Washington
"2,700,551",Arizona
35,Tennessee
"1,998,257",Massachusetts
5,Indiana
15.0%,Missouri
Mtn,Maryland
36,Wisconsin
"2,117,522",Colorado
36,Minnesota
"2,059,179",South Carolina
36,Alabama
"1,819,046",Louisiana
38,Kentucky
2.8%,Oregon
Mtn,Oklahoma
38,Connecticut
"1,839,106",Utah
39,Puerto Rico
"1,567,582",Iowa
39,Nevada
"1,293,953",Arkansas
2,Mississippi
17.3%,Kansas
Mtn,New Mexico
44,Nebraska
"1,084,225",Idaho
44,West Virginia
"989,415",Hawaii
44,New Hampshire
"902,195",Maine
14,Montana
9.6%,Rhode Island
Mtn,Delaware
50,South Dakota
"576,851",North Dakota
50,Alaska
"563,626",Vermont
50,Wyoming
"493,782",Guam
44,U.S. Virgin Islands
2.3%,American Samoa
Mtn,California
6,Texas
"24,919,150",Florida
6,New York
"22,065,451",Pennsylvania
7,Illinois
"18,172,295",Ohio
1,Georgia
12.9%,North Carolina
West,Michigan
1,New Jersey
"39,538,223",Virginia
1,Washington
"37,253,956",Arizona
1,Tennessee
"33,871,648",Massachusetts
24,Indiana
6.1%,Missouri
Pac,Maryland
13,Wisconsin
"7,705,281",Colorado
13,Minnesota
"6,724,540",South Carolina
15,Alabama
"5,894,121",Louisiana
7,Kentucky
14.6%,Oregon
Pac,Oklahoma
27,Connecticut
"4,237,256",Utah
27,Puerto Rico
"3,831,074",Iowa
28,Nevada
"3,421,399",Arkansas
11,Mississippi
10.6%,Kansas
Pac,New Mexico
40,Nebraska
"1,455,271",Idaho
40,West Virginia
"1,360,301",Hawaii
42,New Hampshire
"1,211,537",Maine
23,Montana
7.0%,Rhode Island
Pac,Delaware
48,South Dakota
"733,391",North Dakota
47,Alaska
"710,231",Vermont
48,Wyoming
"626,932",Guam
36,U.S. Virgin Islands
3.3%,American Samoa
Pac,California
2,Texas
"53,669,422",Florida
2,New York
"49,880,102",Pennsylvania
3,Illinois
"45,025,637",Ohio
4,Georgia
7.6%,North Carolina
West,Michigan
2,New Jersey
"78,588,572",Virginia
2,Washington
"71,945,553",Arizona
3,Tennessee
"63,197,932",Massachusetts
2,Indiana
9.2%,Missouri
USA,Maryland
–,Wisconsin
"331,449,281",Colorado
–,Minnesota
"308,745,538",South Carolina
–,Alabama
"281,421,906",Louisiana
–,Kentucky
7.4%,Oregon
NAmer,Oklahoma
1,Connecticut
"3,285,874",Utah
1,Puerto Rico
"3,725,789",Iowa
1,Nevada
"3,808,610",Arkansas
3,Mississippi
−11.8%,Kansas
I.A.,New Mexico
2,Nebraska
"153,836",Idaho
2,West Virginia
"159,358",Hawaii
2,New Hampshire
"154,805",Maine
1,Montana
−3.5%,Rhode Island
I.A.,Delaware
3,South Dakota
"87,146",North Dakota
3,Alaska
"106,405",Vermont
3,Wyoming
"108,612",Guam
2,U.S. Virgin Islands
−18.1%,American Samoa
I.A.,California
4,Texas
"49,710",Florida
4,New York
"55,519",Pennsylvania
5,Illinois
"57,291",Ohio
4,Georgia
−7.7%,North Carolina
I.A.,Michigan
5,New Jersey
"47,329",Virginia
5,Washington
"53,883",Arizona
4,Tennessee
"69,221",Massachusetts
5,Indiana
−14.8%,Missouri
I.A.,Maryland
 ,Wisconsin
6,Colorado
6,Minnesota
6,South Carolina
316,Alabama
6,Louisiana
—,Kentucky
I.A.,Oregon
–,Oklahoma
"3,623,895",Connecticut
–,Utah
"4,100,954",Puerto Rico
–,Iowa
"4,198,855",Nevada
–,Arkansas
−11.6%,Mississippi
USA,Kansas
1,New Mexico
1,Nebraska
52,Idaho
2,West Virginia
2,Hawaii
38,New Hampshire
3,Maine
3,Montana
28,Rhode Island
4,Delaware
4,South Dakota
26,North Dakota
5,Alaska
5,Vermont
17,Wyoming
6,Guam
6,U.S. Virgin Islands
17,American Samoa
7,California
7,Texas
15,Florida
8,New York
8,Pennsylvania
14,Illinois
9,Ohio
9,Georgia
14,North Carolina
10,Michigan
10,New Jersey
13,Virginia
11,Washington
11,Arizona
12,Tennessee
12,Massachusetts
12,Indiana
11,Missouri
13,Maryland
13,Wisconsin
10,Colorado
14,Minnesota
14,South Carolina
9,Alabama
15,Louisiana
16,Kentucky
9,Oregon
16,Oklahoma
15,Connecticut
9,Utah
17,Puerto Rico
17,Iowa
9,Nevada
18,Arkansas
19,Mississippi
8,Kansas
19,New Mexico
18,Nebraska
8,Idaho
20,West Virginia
20,Hawaii
8,New Hampshire
21,Maine
21,Montana
8,Rhode Island
22,Delaware
22,South Dakota
8,North Dakota
23,Alaska
23,Vermont
7,Wyoming
24,Guam
24,U.S. Virgin Islands
7,American Samoa
25,California
25,Texas
6,Florida
26,New York
26,Pennsylvania
6,Illinois
27,Ohio
27,Georgia
6,North Carolina
28,Michigan
28,New Jersey
5,Virginia
29,Washington
29,Arizona
5,Tennessee
30,Massachusetts
31,Indiana
4,Missouri
31,Maryland
30,Wisconsin
32,Colorado
32,Minnesota
4,South Carolina
33,Alabama
33,Louisiana
4,Kentucky
34,Oregon
34,Oklahoma
4,Connecticut
35,Utah
35,Puerto Rico
4,Iowa
36,Nevada
36,Arkansas
4,Mississippi
37,Kansas
37,New Mexico
3,Nebraska
38,Idaho
38,West Virginia
3,Hawaii
39,New Hampshire
39,Maine
2,Montana
40,Rhode Island
40,Delaware
2,South Dakota
41,North Dakota
41,Alaska
2,Vermont
42,Wyoming
42,Guam
2,U.S. Virgin Islands
43,American Samoa
43,California
2,Texas
44,Florida
45,New York
2,Pennsylvania
45,Illinois
44,Ohio
2,Georgia
46,North Carolina
46,Michigan
1,New Jersey
47,Virginia
47,Washington
1,Arizona
48,Tennessee
48,Massachusetts
1,Indiana
49,Missouri
49,Maryland
1,Wisconsin
50,Colorado
50,Minnesota
51,South Carolina
51,Alabama
1,Louisiana
52,Kentucky
52,Oregon
1,Oklahoma
53,Connecticut
53,Utah
54,Puerto Rico
54,Iowa
55,Nevada
55,Arkansas
56,Mississippi
56,Kansas
15,New Mexico
"7,029,917",Nebraska
14,Idaho
"6,547,629",West Virginia
13,Hawaii
"6,349,097",New Hampshire
21,Maine
7.4%,Montana
NEng,Rhode Island
29,Delaware
"3,605,944",South Dakota
29,North Dakota
"3,574,097",Alaska
29,Vermont
"3,405,565",Wyoming
47,Guam
0.9%,U.S. Virgin Islands
NEng,American Samoa
41,California
"1,377,529",Texas
42,Florida
"1,316,470",New York
41,Pennsylvania
"1,235,786",Illinois
30,Ohio
4.6%,Georgia
NEng,North Carolina
42,Michigan
"1,362,359",New Jersey
41,Virginia
"1,328,361",Washington
40,Arizona
"1,274,923",Tennessee
42,Massachusetts
2.6%,Indiana
NEng,Missouri
"1,097,379",Maryland
43,Wisconsin
"1,052,567",Colorado
43,Minnesota
"1,048,319",South Carolina
31,Alabama
4.3%,Louisiana
NEng,Kentucky
49,Oregon
"643,077",Oklahoma
49,Connecticut
"625,741",Utah
49,Puerto Rico
"608,827",Iowa
40,Nevada
2.8%,Arkansas
NEng,Mississippi
9,Kansas
"15,116,205",New Mexico
9,Nebraska
"14,444,865",Idaho
9,West Virginia
"13,922,517",Hawaii
7,New Hampshire
4.6%,Maine
NEast,Montana
4,Rhode Island
"20,201,249",Delaware
3,South Dakota
"19,378,102",North Dakota
3,Alaska
"18,976,457",Vermont
32,Wyoming
4.2%,Guam
MAtl,U.S. Virgin Islands
5,American Samoa
"13,002,700",California
6,Texas
"12,702,379",Florida
6,New York
"12,281,054",Pennsylvania
43,Illinois
2.4%,Ohio
MAtl,Georgia
11,North Carolina
"9,288,994",Michigan
11,New Jersey
"8,791,894",Virginia
9,Washington
"8,414,350",Arizona
25,Tennessee
5.7%,Massachusetts
MAtl,Indiana
4,Missouri
"42,492,943",Maryland
4,Wisconsin
"40,872,375",Colorado
4,Minnesota
"39,671,861",South Carolina
8,Alabama
4.0%,Louisiana
NEast,Kentucky
4,Oregon
"57,609,148",Oklahoma
4,Connecticut
"55,317,240",Utah
4,Puerto Rico
"53,594,378",Iowa
3,Nevada
4.1%,Arkansas
USA,Mississippi
3,Kansas
"21,538,187",New Mexico
4,Nebraska
"18,801,310",Idaho
4,West Virginia
"15,982,378",Hawaii
8,New Hampshire
14.6%,Maine
SAtl,Montana
8,Rhode Island
"10,711,908",Delaware
9,South Dakota
"9,687,653",North Dakota
10,Alaska
"8,186,453",Vermont
12,Wyoming
10.6%,Guam
SAtl,U.S. Virgin Islands
9,American Samoa
"10,439,388",California
10,Texas
"9,535,483",Florida
11,New York
"8,049,313",Pennsylvania
15,Illinois
9.5%,Ohio
SAtl,Georgia
12,North Carolina
"8,631,393",Michigan
12,New Jersey
"8,001,024",Virginia
12,Washington
"7,078,515",Arizona
18,Tennessee
7.9%,Massachusetts
SAtl,Indiana
18,Missouri
"6,177,224",Maryland
19,Wisconsin
"5,773,552",Colorado
19,Minnesota
"5,296,486",South Carolina
22,Alabama
7.0%,Louisiana
SAtl,Kentucky
23,Oregon
"5,118,425",Oklahoma
24,Connecticut
"4,625,364",Utah
26,Puerto Rico
"4,012,012",Iowa
10,Nevada
